cohort_month,months_since_acquisition,active_users,cohort_size,retention_pct
2021-08-01,6,4,2264,0.18
2021-08-01,7,4,2264,0.18
2021-08-01,8,2,2264,0.09
2021-08-01,9,1,2264,0.04
2021-08-01,10,3,2264,0.13
2021-08-01,11,1,2264,0.04
2021-08-01,12,3,2264,0.13
2021-08-01,13,3,2264,0.13
2021-08-01,14,2,2264,0.09
2021-08-01,15,1,2264,0.04
2021-08-01,16,3,2264,0.13
2021-09-01,0,2168,2168,100.0
2021-09-01,1,22,2168,1.01
2021-09-01,2,13,2168,0.6
2021-09-01,3,9,2168,0.42
2021-09-01,4,3,2168,0.14
2021-09-01,5,2,2168,0.09
2021-09-01,6,4,2168,0.18
2021-09-01,7,1,2168,0.05
2021-09-01,8,3,2168,0.14
2021-09-01,9,5,2168,0.23
2021-09-01,11,5,2168,0.23
2021-09-01,12,3,2168,0.14
2021-09-01,13,2,2168,0.09
2021-09-01,14,3,2168,0.14
2021-09-01,15,2,2168,0.09
2021-10-01,0,2294,2294,100.0
2021-10-01,1,21,2294,0.92
2021-10-01,2,14,2294,0.61
2021-10-01,3,8,2294,0.35
2021-10-01,4,3,2294,0.13
2021-10-01,5,8,2294,0.35
2021-10-01,6,2,2294,0.09
2021-10-01,7,1,2294,0.04
2021-10-01,8,2,2294,0.09
2021-10-01,9,1,2294,0.04
2021-10-01,10,4,2294,0.17
2021-10-01,11,3,2294,0.13
2021-10-01,12,3,2294,0.13
2021-10-01,13,4,2294,0.17
2021-10-01,14,6,2294,0.26
2021-11-01,0,2420,2420,100.0
2021-11-01,1,11,2420,0.45
2021-11-01,2,14,2420,0.58
2021-11-01,3,8,2420,0.33
2021-11-01,4,4,2420,0.17
2021-11-01,5,2,2420,0.08
2021-11-01,6,4,2420,0.17
2021-11-01,7,3,2420,0.12
2021-11-01,8,3,2420,0.12
2021-11-01,9,1,2420,0.04
2021-11-01,10,2,2420,0.08
2021-11-01,11,3,2420,0.12
2021-11-01,12,3,2420,0.12
2021-11-01,13,3,2420,0.12
2021-12-01,0,2226,2226,100.0
2021-12-01,1,14,2226,0.63
2021-12-01,2,9,2226,0.4
2021-12-01,3,6,2226,0.27
2021-12-01,4,4,2226,0.18
2021-12-01,5,7,2226,0.31
2021-12-01,6,4,2226,0.18
2021-12-01,7,2,2226,0.09
2021-12-01,9,2,2226,0.09
2021-12-01,10,1,2226,0.04
2021-12-01,11,2,2226,0.09
2021-12-01,12,3,2226,0.13
2022-01-01,0,2135,2135,100.0
2022-01-01,1,11,2135,0.52
2022-01-01,2,11,2135,0.52
2022-01-01,3,3,2135,0.14
2022-01-01,4,5,2135,0.23
2022-01-01,5,2,2135,0.09
2022-01-01,6,2,2135,0.09
2022-01-01,7,3,2135,0.14
2022-01-01,8,2,2135,0.09
2022-01-01,9,2,2135,0.09
2022-01-01,10,2,2135,0.09
2022-01-01,11,3,2135,0.14
2022-02-01,0,1888,1888,100.0
2022-02-01,1,10,1888,0.53
2022-02-01,2,9,1888,0.48
2022-02-01,3,4,1888,0.21
2022-02-01,4,4,1888,0.21
2022-02-01,5,1,1888,0.05
2022-02-01,6,3,1888,0.16
2022-02-01,7,3,1888,0.16
2022-02-01,8,2,1888,0.11
2022-02-01,10,4,1888,0.21
2022-03-01,0,2051,2051,100.0
2022-03-01,1,19,2051,0.93
2022-03-01,2,5,2051,0.24
2022-03-01,3,4,2051,0.2
2022-03-01,4,5,2051,0.24
2022-03-01,5,1,2051,0.05
2022-03-01,6,2,2051,0.1
2022-03-01,7,2,2051,0.1
2022-03-01,9,1,2051,0.05
2022-04-01,0,1968,1968,100.0
2022-04-01,1,12,1968,0.61
2022-04-01,2,5,1968,0.25
2022-04-01,3,4,1968,0.2
2022-04-01,4,8,1968,0.41
2022-04-01,5,3,1968,0.15
2022-04-01,6,3,1968,0.15
2022-04-01,7,1,1968,0.05
2022-04-01,8,1,1968,0.05
2022-05-01,0,2019,2019,100.0
2022-05-01,1,16,2019,0.79
2022-05-01,2,11,2019,0.54
2022-05-01,3,4,2019,0.2
2022-05-01,4,2,2019,0.1
2022-05-01,5,3,2019,0.15
2022-05-01,6,1,2019,0.05
2022-05-01,7,3,2019,0.15
2022-06-01,0,1739,1739,100.0
2022-06-01,1,21,1739,1.21
2022-06-01,2,10,1739,0.58
2022-06-01,3,6,1739,0.35
2022-06-01,4,2,1739,0.12
2022-06-01,5,1,1739,0.06
2022-06-01,6,3,1739,0.17
2022-07-01,0,1651,1651,100.0
2022-07-01,1,17,1651,1.03
2022-07-01,2,8,1651,0.48
2022-07-01,3,4,1651,0.24
2022-07-01,4,2,1651,0.12
2022-07-01,5,4,1651,0.24
2022-08-01,0,1330,1330,100.0
2022-08-01,1,10,1330,0.75
2022-08-01,2,5,1330,0.38
2022-08-01,4,3,1330,0.23
2022-09-01,0,919,919,100.0
2022-09-01,1,10,919,1.09
2022-09-01,2,7,919,0.76
2022-09-01,3,3,919,0.33
2022-10-01,0,702,702,100.0
2022-10-01,1,4,702,0.57
2022-10-01,2,3,702,0.43
2022-11-01,0,651,651,100.0
2022-11-01,1,2,651,0.31
2022-12-01,0,625,625,100.0
