cohort_month,loyalty_status,months_since_acquisition,active_users,cohort_size,retention_pct
2020-05-01,0,16,6,1738,0.35
2020-05-01,0,17,2,1738,0.12
2020-05-01,0,18,7,1738,0.4
2020-05-01,0,19,3,1738,0.17
2020-05-01,0,20,3,1738,0.17
2020-05-01,0,23,4,1738,0.23
2020-05-01,0,24,2,1738,0.12
2020-05-01,0,25,2,1738,0.12
2020-05-01,0,26,2,1738,0.12
2020-05-01,0,27,4,1738,0.23
2020-05-01,0,28,1,1738,0.06
2020-05-01,0,30,6,1738,0.35
2020-05-01,0,31,2,1738,0.12
2020-05-01,1,0,1149,1149,100.0
2020-05-01,1,1,1,1149,0.09
2020-05-01,1,2,3,1149,0.26
2020-05-01,1,3,2,1149,0.17
2020-05-01,1,4,2,1149,0.17
2020-05-01,1,5,1,1149,0.09
2020-05-01,1,6,3,1149,0.26
2020-05-01,1,7,3,1149,0.26
2020-05-01,1,8,3,1149,0.26
2020-05-01,1,9,2,1149,0.17
2020-05-01,1,10,1,1149,0.09
2020-05-01,1,13,2,1149,0.17
2020-05-01,1,14,1,1149,0.09
2020-05-01,1,15,3,1149,0.26
2020-05-01,1,16,2,1149,0.17
2020-05-01,1,17,1,1149,0.09
2020-05-01,1,18,2,1149,0.17
2020-05-01,1,19,3,1149,0.26
2020-05-01,1,20,2,1149,0.17
2020-05-01,1,21,1,1149,0.09
2020-05-01,1,22,1,1149,0.09
2020-05-01,1,23,1,1149,0.09
2020-05-01,1,28,1,1149,0.09
2020-05-01,1,29,1,1149,0.09
2020-06-01,0,0,1465,1465,100.0
2020-06-01,0,1,25,1465,1.71
2020-06-01,0,2,11,1465,0.75
2020-06-01,0,3,12,1465,0.82
2020-06-01,0,4,6,1465,0.41
2020-06-01,0,5,4,1465,0.27
2020-06-01,0,6,4,1465,0.27
2020-06-01,0,7,4,1465,0.27
2020-06-01,0,8,4,1465,0.27
2020-06-01,0,9,2,1465,0.14
2020-06-01,0,10,4,1465,0.27
2020-06-01,0,11,4,1465,0.27
2020-06-01,0,12,2,1465,0.14
2020-06-01,0,13,7,1465,0.48
2020-06-01,0,14,2,1465,0.14
2020-06-01,0,15,2,1465,0.14
2020-06-01,0,16,1,1465,0.07
2020-06-01,0,17,4,1465,0.27
2020-06-01,0,18,1,1465,0.07
2020-06-01,0,19,3,1465,0.2
2020-06-01,0,20,1,1465,0.07
2020-06-01,0,21,1,1465,0.07
2020-06-01,0,22,2,1465,0.14
2020-06-01,0,23,1,1465,0.07
2020-06-01,0,24,1,1465,0.07
2020-06-01,0,25,1,1465,0.07
2020-06-01,0,26,1,1465,0.07
2020-06-01,0,27,3,1465,0.2
2020-06-01,0,29,2,1465,0.14
2020-06-01,0,30,1,1465,0.07
2020-06-01,1,0,1110,1110,100.0
2020-06-01,1,1,3,1110,0.27
2020-06-01,1,2,6,1110,0.54
2020-06-01,1,3,2,1110,0.18
2020-06-01,1,4,3,1110,0.27
2020-06-01,1,5,2,1110,0.18
2020-06-01,1,6,1,1110,0.09
2020-06-01,1,7,1,1110,0.09
2020-06-01,1,8,2,1110,0.18
2020-06-01,1,9,1,1110,0.09
2020-06-01,1,11,1,1110,0.09
2020-06-01,1,13,3,1110,0.27
2020-06-01,1,14,2,1110,0.18
2020-06-01,1,16,1,1110,0.09
2020-06-01,1,17,1,1110,0.09
2020-06-01,1,19,2,1110,0.18
2020-06-01,1,21,1,1110,0.09
2020-06-01,1,24,2,1110,0.18
2020-06-01,1,27,1,1110,0.09
2020-06-01,1,28,1,1110,0.09
2020-07-01,0,0,1335,1335,100.0
2020-07-01,0,1,26,1335,1.95
2020-07-01,0,2,16,1335,1.2
2020-07-01,0,3,16,1335,1.2
2020-07-01,0,4,9,1335,0.67
2020-07-01,0,5,7,1335,0.52
2020-07-01,0,6,3,1335,0.22
2020-07-01,0,7,2,1335,0.15
2020-07-01,0,8,3,1335,0.22
2020-07-01,0,9,5,1335,0.37
2020-07-01,0,10,1,1335,0.07
2020-07-01,0,11,3,1335,0.22
2020-07-01,0,12,6,1335,0.45
2020-07-01,0,13,5,1335,0.37
2020-07-01,0,14,1,1335,0.07
2020-07-01,0,15,3,1335,0.22
2020-07-01,0,19,3,1335,0.22
2020-07-01,0,20,1,1335,0.07
2020-07-01,0,21,1,1335,0.07
2020-07-01,0,23,3,1335,0.22
2020-07-01,0,24,2,1335,0.15
2020-07-01,0,25,1,1335,0.07
2020-07-01,0,26,1,1335,0.07
2020-07-01,0,27,1,1335,0.07
2020-07-01,0,29,1,1335,0.07
2020-07-01,1,0,1027,1027,100.0
2020-07-01,1,1,3,1027,0.29
2020-07-01,1,2,4,1027,0.39
2020-07-01,1,3,2,1027,0.19
2020-07-01,1,4,4,1027,0.39
2020-07-01,1,5,1,1027,0.1
2020-07-01,1,7,2,1027,0.19
2020-07-01,1,8,1,1027,0.1
2020-07-01,1,9,2,1027,0.19
2020-07-01,1,10,1,1027,0.1
2020-07-01,1,11,1,1027,0.1
2020-07-01,1,13,1,1027,0.1
2020-07-01,1,15,2,1027,0.19
2020-07-01,1,16,1,1027,0.1
2020-07-01,1,19,2,1027,0.19
2020-07-01,1,21,1,1027,0.1
2020-07-01,1,22,1,1027,0.1
2020-07-01,1,23,1,1027,0.1
2020-07-01,1,25,2,1027,0.19
2020-08-01,0,0,1294,1294,100.0
2020-08-01,0,1,29,1294,2.24
2020-08-01,0,2,22,1294,1.7
2020-08-01,0,3,14,1294,1.08
2020-08-01,0,4,1,1294,0.08
2020-08-01,0,5,5,1294,0.39
2020-08-01,0,6,3,1294,0.23
2020-08-01,0,7,4,1294,0.31
2020-08-01,0,8,2,1294,0.15
2020-08-01,0,9,2,1294,0.15
2020-08-01,0,10,3,1294,0.23
2020-08-01,0,11,3,1294,0.23
2020-08-01,0,13,3,1294,0.23
2020-08-01,0,14,4,1294,0.31
2020-08-01,0,15,4,1294,0.31
2020-08-01,0,16,1,1294,0.08
2020-08-01,0,17,1,1294,0.08
2020-08-01,0,19,2,1294,0.15
2020-08-01,0,22,4,1294,0.31
2020-08-01,0,23,1,1294,0.08
2020-08-01,0,24,1,1294,0.08
2020-08-01,0,25,1,1294,0.08
2020-08-01,0,27,3,1294,0.23
2020-08-01,0,28,1,1294,0.08
2020-08-01,1,0,957,957,100.0
2020-08-01,1,1,4,957,0.42
2020-08-01,1,2,3,957,0.31
2020-08-01,1,3,1,957,0.1
2020-08-01,1,4,2,957,0.21
2020-08-01,1,5,4,957,0.42
2020-08-01,1,6,4,957,0.42
2020-08-01,1,7,1,957,0.1
2020-08-01,1,8,1,957,0.1
2020-08-01,1,9,2,957,0.21
2020-08-01,1,11,1,957,0.1
2020-08-01,1,12,1,957,0.1
2020-08-01,1,14,2,957,0.21
2020-08-01,1,15,1,957,0.1
2020-08-01,1,16,1,957,0.1
2020-08-01,1,18,2,957,0.21
2020-08-01,1,22,1,957,0.1
2020-08-01,1,24,1,957,0.1
2020-08-01,1,25,1,957,0.1
2020-08-01,1,26,1,957,0.1
2020-08-01,1,28,2,957,0.21
2020-09-01,0,0,1296,1296,100.0
2020-09-01,0,1,22,1296,1.7
2020-09-01,0,2,13,1296,1.0
2020-09-01,0,3,6,1296,0.46
2020-09-01,0,4,8,1296,0.62
2020-09-01,0,5,3,1296,0.23
2020-09-01,0,6,4,1296,0.31
2020-09-01,0,7,5,1296,0.39
2020-09-01,0,8,8,1296,0.62
2020-09-01,0,9,3,1296,0.23
2020-09-01,0,10,4,1296,0.31
2020-09-01,0,11,2,1296,0.15
2020-09-01,0,12,5,1296,0.39
2020-09-01,0,13,5,1296,0.39
2020-09-01,0,14,4,1296,0.31
2020-09-01,0,15,2,1296,0.15
2020-09-01,0,17,4,1296,0.31
2020-09-01,0,18,1,1296,0.08
2020-09-01,0,19,1,1296,0.08
2020-09-01,0,20,3,1296,0.23
2020-09-01,0,22,8,1296,0.62
2020-09-01,0,23,1,1296,0.08
2020-09-01,0,24,1,1296,0.08
2020-09-01,0,25,1,1296,0.08
2020-09-01,0,26,4,1296,0.31
2020-09-01,0,27,1,1296,0.08
2020-09-01,1,0,952,952,100.0
2020-09-01,1,1,3,952,0.32
2020-09-01,1,2,1,952,0.11
2020-09-01,1,3,4,952,0.42
2020-09-01,1,4,3,952,0.32
2020-09-01,1,6,1,952,0.11
2020-09-01,1,9,1,952,0.11
2020-09-01,1,11,2,952,0.21
2020-09-01,1,12,1,952,0.11
2020-09-01,1,15,2,952,0.21
2020-09-01,1,16,2,952,0.21
2020-09-01,1,17,1,952,0.11
2020-09-01,1,24,1,952,0.11
2020-09-01,1,25,1,952,0.11
2020-09-01,1,26,1,952,0.11
2020-09-01,1,27,2,952,0.21
2020-10-01,0,0,1350,1350,100.0
2020-10-01,0,1,22,1350,1.63
2020-10-01,0,2,20,1350,1.48
2020-10-01,0,3,9,1350,0.67
2020-10-01,0,4,5,1350,0.37
2020-10-01,0,5,5,1350,0.37
2020-10-01,0,6,5,1350,0.37
2020-10-01,0,7,4,1350,0.3
2020-10-01,0,8,5,1350,0.37
2020-10-01,0,9,3,1350,0.22
2020-10-01,0,10,1,1350,0.07
2020-10-01,0,11,7,1350,0.52
2020-10-01,0,12,6,1350,0.44
2020-10-01,0,13,5,1350,0.37
2020-10-01,0,14,4,1350,0.3
2020-10-01,0,15,3,1350,0.22
2020-10-01,0,17,2,1350,0.15
2020-10-01,0,18,2,1350,0.15
2020-10-01,0,19,1,1350,0.07
2020-10-01,0,20,4,1350,0.3
2020-10-01,0,24,3,1350,0.22
2020-10-01,0,25,1,1350,0.07
2020-10-01,0,26,1,1350,0.07
2020-10-01,1,0,1030,1030,100.0
2020-10-01,1,1,2,1030,0.19
2020-10-01,1,2,1,1030,0.1
2020-10-01,1,3,5,1030,0.49
2020-10-01,1,4,2,1030,0.19
2020-10-01,1,5,1,1030,0.1
2020-10-01,1,6,1,1030,0.1
2020-10-01,1,7,4,1030,0.39
2020-10-01,1,8,2,1030,0.19
2020-10-01,1,10,3,1030,0.29
2020-10-01,1,11,2,1030,0.19
2020-10-01,1,12,1,1030,0.1
2020-10-01,1,13,3,1030,0.29
2020-10-01,1,14,3,1030,0.29
2020-10-01,1,16,1,1030,0.1
2020-10-01,1,17,1,1030,0.1
2020-10-01,1,19,2,1030,0.19
2020-10-01,1,20,1,1030,0.1
2020-10-01,1,21,1,1030,0.1
2020-10-01,1,24,1,1030,0.1
2020-10-01,1,25,1,1030,0.1
2020-11-01,0,0,1245,1245,100.0
2020-11-01,0,1,29,1245,2.33
2020-11-01,0,2,16,1245,1.29
2020-11-01,0,3,6,1245,0.48
2020-11-01,0,4,3,1245,0.24
2020-11-01,0,5,3,1245,0.24
2020-11-01,0,6,5,1245,0.4
2020-11-01,0,8,2,1245,0.16
2020-11-01,0,9,1,1245,0.08
2020-11-01,0,10,7,1245,0.56
2020-11-01,0,11,5,1245,0.4
2020-11-01,0,12,5,1245,0.4
2020-11-01,0,13,3,1245,0.24
2020-11-01,0,14,5,1245,0.4
2020-11-01,0,15,6,1245,0.48
2020-11-01,0,16,1,1245,0.08
2020-11-01,0,17,1,1245,0.08
2020-11-01,0,19,1,1245,0.08
2020-11-01,0,20,2,1245,0.16
2020-11-01,0,21,1,1245,0.08
2020-11-01,0,22,1,1245,0.08
2020-11-01,0,23,1,1245,0.08
2020-11-01,0,24,3,1245,0.24
2020-11-01,0,25,2,1245,0.16
2020-11-01,1,0,1068,1068,100.0
2020-11-01,1,1,1,1068,0.09
2020-11-01,1,2,4,1068,0.37
2020-11-01,1,3,4,1068,0.37
2020-11-01,1,6,2,1068,0.19
2020-11-01,1,7,1,1068,0.09
2020-11-01,1,10,1,1068,0.09
2020-11-01,1,11,2,1068,0.19
2020-11-01,1,12,1,1068,0.09
2020-11-01,1,13,2,1068,0.19
2020-11-01,1,14,2,1068,0.19
2020-11-01,1,16,1,1068,0.09
2020-11-01,1,23,2,1068,0.19
2020-12-01,0,0,1158,1158,100.0
2020-12-01,0,1,19,1158,1.64
2020-12-01,0,2,17,1158,1.47
2020-12-01,0,3,9,1158,0.78
2020-12-01,0,4,1,1158,0.09
2020-12-01,0,5,2,1158,0.17
2020-12-01,0,6,1,1158,0.09
2020-12-01,0,7,1,1158,0.09
2020-12-01,0,8,4,1158,0.35
2020-12-01,0,9,1,1158,0.09
2020-12-01,0,10,3,1158,0.26
2020-12-01,0,11,2,1158,0.17
2020-12-01,0,12,4,1158,0.35
2020-12-01,0,13,3,1158,0.26
2020-12-01,0,14,1,1158,0.09
2020-12-01,0,15,3,1158,0.26
2020-12-01,0,16,2,1158,0.17
2020-12-01,0,19,2,1158,0.17
2020-12-01,0,22,3,1158,0.26
2020-12-01,0,24,1,1158,0.09
2020-12-01,1,0,1293,1293,100.0
2020-12-01,1,1,7,1293,0.54
2020-12-01,1,2,3,1293,0.23
2020-12-01,1,3,2,1293,0.15
2020-12-01,1,4,2,1293,0.15
2020-12-01,1,5,2,1293,0.15
2020-12-01,1,6,1,1293,0.08
2020-12-01,1,7,2,1293,0.15
2020-12-01,1,8,4,1293,0.31
2020-12-01,1,10,1,1293,0.08
2020-12-01,1,12,1,1293,0.08
2020-12-01,1,13,2,1293,0.15
2020-12-01,1,14,2,1293,0.15
2020-12-01,1,15,3,1293,0.23
2020-12-01,1,18,3,1293,0.23
2020-12-01,1,19,1,1293,0.08
2020-12-01,1,24,3,1293,0.23
2021-01-01,0,0,1061,1061,100.0
2021-01-01,0,1,22,1061,2.07
2021-01-01,0,2,11,1061,1.04
2021-01-01,0,3,9,1061,0.85
2021-01-01,0,4,3,1061,0.28
2021-01-01,0,5,4,1061,0.38
2021-01-01,0,6,6,1061,0.57
2021-01-01,0,7,2,1061,0.19
2021-01-01,0,8,1,1061,0.09
2021-01-01,0,9,2,1061,0.19
2021-01-01,0,10,4,1061,0.38
2021-01-01,0,12,2,1061,0.19
2021-01-01,0,13,3,1061,0.28
2021-01-01,0,14,4,1061,0.38
2021-01-01,0,18,1,1061,0.09
2021-01-01,0,19,1,1061,0.09
2021-01-01,0,20,2,1061,0.19
2021-01-01,1,0,1409,1409,100.0
2021-01-01,1,1,2,1409,0.14
2021-01-01,1,2,6,1409,0.43
2021-01-01,1,3,2,1409,0.14
2021-01-01,1,4,7,1409,0.5
2021-01-01,1,5,1,1409,0.07
2021-01-01,1,6,2,1409,0.14
2021-01-01,1,7,1,1409,0.07
2021-01-01,1,12,3,1409,0.21
2021-01-01,1,13,1,1409,0.07
2021-01-01,1,15,3,1409,0.21
2021-01-01,1,21,1,1409,0.07
2021-01-01,1,22,1,1409,0.07
2021-01-01,1,23,1,1409,0.07
2021-02-01,0,0,962,962,100.0
2021-02-01,0,1,11,962,1.14
2021-02-01,0,2,11,962,1.14
2021-02-01,0,3,6,962,0.62
2021-02-01,0,4,1,962,0.1
2021-02-01,0,5,1,962,0.1
2021-02-01,0,9,3,962,0.31
2021-02-01,0,10,3,962,0.31
2021-02-01,0,11,1,962,0.1
2021-02-01,0,12,2,962,0.21
2021-02-01,0,13,2,962,0.21
2021-02-01,0,14,1,962,0.1
2021-02-01,0,15,4,962,0.42
2021-02-01,0,16,1,962,0.1
2021-02-01,0,17,3,962,0.31
2021-02-01,0,18,2,962,0.21
2021-02-01,0,19,3,962,0.31
2021-02-01,0,20,2,962,0.21
2021-02-01,0,21,1,962,0.1
2021-02-01,0,22,1,962,0.1
2021-02-01,1,0,1416,1416,100.0
2021-02-01,1,1,5,1416,0.35
2021-02-01,1,2,3,1416,0.21
2021-02-01,1,3,3,1416,0.21
2021-02-01,1,5,2,1416,0.14
2021-02-01,1,7,5,1416,0.35
2021-02-01,1,8,1,1416,0.07
2021-02-01,1,10,1,1416,0.07
2021-02-01,1,12,1,1416,0.07
2021-02-01,1,13,1,1416,0.07
2021-02-01,1,16,3,1416,0.21
2021-02-01,1,18,1,1416,0.07
2021-02-01,1,20,1,1416,0.07
2021-02-01,1,21,1,1416,0.07
2021-03-01,0,0,1146,1146,100.0
2021-03-01,0,1,17,1146,1.48
2021-03-01,0,2,7,1146,0.61
2021-03-01,0,3,7,1146,0.61
2021-03-01,0,4,2,1146,0.17
2021-03-01,0,5,3,1146,0.26
2021-03-01,0,6,3,1146,0.26
2021-03-01,0,7,1,1146,0.09
2021-03-01,0,9,5,1146,0.44
2021-03-01,0,10,1,1146,0.09
2021-03-01,0,11,1,1146,0.09
2021-03-01,0,12,2,1146,0.17
2021-03-01,0,13,2,1146,0.17
2021-03-01,0,14,4,1146,0.35
2021-03-01,0,15,1,1146,0.09
2021-03-01,0,18,2,1146,0.17
2021-03-01,0,21,1,1146,0.09
2021-03-01,1,0,1651,1651,100.0
2021-03-01,1,1,7,1651,0.42
2021-03-01,1,2,6,1651,0.36
2021-03-01,1,4,3,1651,0.18
2021-03-01,1,5,1,1651,0.06
2021-03-01,1,6,2,1651,0.12
2021-03-01,1,7,5,1651,0.3
2021-03-01,1,9,1,1651,0.06
2021-03-01,1,10,2,1651,0.12
2021-03-01,1,11,2,1651,0.12
2021-03-01,1,12,4,1651,0.24
2021-03-01,1,13,2,1651,0.12
2021-03-01,1,14,4,1651,0.24
2021-03-01,1,16,2,1651,0.12
2021-03-01,1,18,1,1651,0.06
2021-03-01,1,21,3,1651,0.18
2021-04-01,0,0,1123,1123,100.0
2021-04-01,0,1,12,1123,1.07
2021-04-01,0,2,13,1123,1.16
2021-04-01,0,3,7,1123,0.62
2021-04-01,0,4,1,1123,0.09
2021-04-01,0,5,3,1123,0.27
2021-04-01,0,6,2,1123,0.18
2021-04-01,0,7,1,1123,0.09
2021-04-01,0,8,3,1123,0.27
2021-04-01,0,9,3,1123,0.27
2021-04-01,0,10,1,1123,0.09
2021-04-01,0,11,2,1123,0.18
2021-04-01,0,12,1,1123,0.09
2021-04-01,0,13,2,1123,0.18
2021-04-01,0,15,2,1123,0.18
2021-04-01,0,18,1,1123,0.09
2021-04-01,0,19,1,1123,0.09
2021-04-01,1,0,1545,1545,100.0
2021-04-01,1,1,5,1545,0.32
2021-04-01,1,2,2,1545,0.13
2021-04-01,1,3,1,1545,0.06
2021-04-01,1,4,3,1545,0.19
2021-04-01,1,5,4,1545,0.26
2021-04-01,1,6,2,1545,0.13
2021-04-01,1,7,1,1545,0.06
2021-04-01,1,9,3,1545,0.19
2021-04-01,1,11,3,1545,0.19
2021-04-01,1,12,1,1545,0.06
2021-04-01,1,13,3,1545,0.19
2021-04-01,1,14,2,1545,0.13
2021-04-01,1,15,1,1545,0.06
2021-04-01,1,16,1,1545,0.06
2021-04-01,1,17,1,1545,0.06
2021-04-01,1,18,2,1545,0.13
2021-04-01,1,19,2,1545,0.13
2021-05-01,0,0,1094,1094,100.0
2021-05-01,0,1,9,1094,0.82
2021-05-01,0,2,10,1094,0.91
2021-05-01,0,3,4,1094,0.37
2021-05-01,0,4,3,1094,0.27
2021-05-01,0,6,3,1094,0.27
2021-05-01,0,7,1,1094,0.09
2021-05-01,0,8,2,1094,0.18
2021-05-01,0,9,1,1094,0.09
2021-05-01,0,10,1,1094,0.09
2021-05-01,0,11,1,1094,0.09
2021-05-01,0,12,5,1094,0.46
2021-05-01,0,14,2,1094,0.18
2021-05-01,0,15,1,1094,0.09
2021-05-01,0,16,2,1094,0.18
2021-05-01,0,17,2,1094,0.18
2021-05-01,0,18,3,1094,0.27
2021-05-01,1,0,1510,1510,100.0
2021-05-01,1,1,6,1510,0.4
2021-05-01,1,2,5,1510,0.33
2021-05-01,1,3,2,1510,0.13
2021-05-01,1,4,5,1510,0.33
2021-05-01,1,5,4,1510,0.26
2021-05-01,1,6,3,1510,0.2
2021-05-01,1,8,2,1510,0.13
2021-05-01,1,10,3,1510,0.2
2021-05-01,1,11,1,1510,0.07
2021-05-01,1,12,1,1510,0.07
2021-05-01,1,13,1,1510,0.07
2021-05-01,1,15,2,1510,0.13
2021-05-01,1,16,1,1510,0.07
2021-05-01,1,17,1,1510,0.07
2021-05-01,1,18,1,1510,0.07
2021-06-01,0,0,1010,1010,100.0
2021-06-01,0,1,18,1010,1.78
2021-06-01,0,2,9,1010,0.89
2021-06-01,0,3,6,1010,0.59
2021-06-01,0,4,3,1010,0.3
2021-06-01,0,5,5,1010,0.5
2021-06-01,0,6,3,1010,0.3
2021-06-01,0,7,4,1010,0.4
2021-06-01,0,8,3,1010,0.3
2021-06-01,0,9,3,1010,0.3
2021-06-01,0,10,1,1010,0.1
2021-06-01,0,11,1,1010,0.1
2021-06-01,0,12,2,1010,0.2
2021-06-01,0,14,1,1010,0.1
2021-06-01,0,15,1,1010,0.1
2021-06-01,0,17,2,1010,0.2
2021-06-01,1,0,1347,1347,100.0
2021-06-01,1,1,3,1347,0.22
2021-06-01,1,2,4,1347,0.3
2021-06-01,1,3,2,1347,0.15
2021-06-01,1,4,1,1347,0.07
2021-06-01,1,5,2,1347,0.15
2021-06-01,1,6,2,1347,0.15
2021-06-01,1,9,3,1347,0.22
2021-06-01,1,10,3,1347,0.22
2021-06-01,1,12,2,1347,0.15
2021-06-01,1,15,2,1347,0.15
2021-06-01,1,16,2,1347,0.15
2021-06-01,1,18,1,1347,0.07
2021-07-01,0,0,1032,1032,100.0
2021-07-01,0,1,22,1032,2.13
2021-07-01,0,2,8,1032,0.78
2021-07-01,0,3,5,1032,0.48
2021-07-01,0,4,2,1032,0.19
2021-07-01,0,5,1,1032,0.1
2021-07-01,0,7,1,1032,0.1
2021-07-01,0,8,2,1032,0.19
2021-07-01,0,10,1,1032,0.1
2021-07-01,0,11,2,1032,0.19
2021-07-01,0,13,1,1032,0.1
2021-07-01,0,15,3,1032,0.29
2021-07-01,0,16,2,1032,0.19
2021-07-01,1,0,1337,1337,100.0
2021-07-01,1,1,3,1337,0.22
2021-07-01,1,2,4,1337,0.3
2021-07-01,1,3,2,1337,0.15
2021-07-01,1,5,3,1337,0.22
2021-07-01,1,6,2,1337,0.15
2021-07-01,1,7,1,1337,0.07
2021-07-01,1,8,3,1337,0.22
2021-07-01,1,9,1,1337,0.07
2021-07-01,1,10,1,1337,0.07
2021-07-01,1,12,3,1337,0.22
2021-07-01,1,13,1,1337,0.07
2021-07-01,1,14,1,1337,0.07
2021-07-01,1,15,1,1337,0.07
2021-07-01,1,17,1,1337,0.07
2021-08-01,0,0,939,939,100.0
2021-08-01,0,1,14,939,1.49
2021-08-01,0,2,14,939,1.49
2021-08-01,0,3,4,939,0.43
2021-08-01,0,4,6,939,0.64
2021-08-01,0,5,3,939,0.32
2021-08-01,0,6,3,939,0.32
2021-08-01,0,7,2,939,0.21
2021-08-01,0,9,1,939,0.11
2021-08-01,0,11,1,939,0.11
2021-08-01,0,12,3,939,0.32
2021-08-01,0,13,1,939,0.11
2021-08-01,0,14,2,939,0.21
2021-08-01,0,16,2,939,0.21
2021-08-01,1,0,1325,1325,100.0
2021-08-01,1,1,4,1325,0.3
2021-08-01,1,2,1,1325,0.08
2021-08-01,1,3,5,1325,0.38
2021-08-01,1,4,3,1325,0.23
2021-08-01,1,5,3,1325,0.23
2021-08-01,1,6,1,1325,0.08
2021-08-01,1,7,2,1325,0.15
2021-08-01,1,8,2,1325,0.15
2021-08-01,1,10,3,1325,0.23
2021-08-01,1,13,2,1325,0.15
2021-08-01,1,15,1,1325,0.08
2021-08-01,1,16,1,1325,0.08
2021-09-01,0,0,946,946,100.0
2021-09-01,0,1,17,946,1.8
2021-09-01,0,2,11,946,1.16
2021-09-01,0,3,4,946,0.42
2021-09-01,0,4,1,946,0.11
2021-09-01,0,5,1,946,0.11
2021-09-01,0,6,3,946,0.32
2021-09-01,0,7,1,946,0.11
2021-09-01,0,8,1,946,0.11
2021-09-01,0,9,4,946,0.42
2021-09-01,0,11,4,946,0.42
2021-09-01,0,12,2,946,0.21
2021-09-01,0,14,3,946,0.32
2021-09-01,0,15,2,946,0.21
2021-09-01,1,0,1222,1222,100.0
2021-09-01,1,1,5,1222,0.41
2021-09-01,1,2,2,1222,0.16
2021-09-01,1,3,5,1222,0.41
2021-09-01,1,4,2,1222,0.16
2021-09-01,1,5,1,1222,0.08
2021-09-01,1,6,1,1222,0.08
2021-09-01,1,8,2,1222,0.16
2021-09-01,1,9,1,1222,0.08
2021-09-01,1,11,1,1222,0.08
2021-09-01,1,12,1,1222,0.08
2021-09-01,1,13,2,1222,0.16
2021-10-01,0,0,1005,1005,100.0
2021-10-01,0,1,16,1005,1.59
2021-10-01,0,2,10,1005,1.0
2021-10-01,0,3,4,1005,0.4
2021-10-01,0,4,1,1005,0.1
2021-10-01,0,5,3,1005,0.3
2021-10-01,0,6,1,1005,0.1
2021-10-01,0,7,1,1005,0.1
2021-10-01,0,8,2,1005,0.2
2021-10-01,0,10,1,1005,0.1
2021-10-01,0,11,2,1005,0.2
2021-10-01,0,12,3,1005,0.3
2021-10-01,0,13,3,1005,0.3
2021-10-01,0,14,4,1005,0.4
2021-10-01,1,0,1289,1289,100.0
2021-10-01,1,1,5,1289,0.39
2021-10-01,1,2,4,1289,0.31
2021-10-01,1,3,4,1289,0.31
2021-10-01,1,4,2,1289,0.16
2021-10-01,1,5,5,1289,0.39
2021-10-01,1,6,1,1289,0.08
2021-10-01,1,9,1,1289,0.08
2021-10-01,1,10,3,1289,0.23
2021-10-01,1,11,1,1289,0.08
2021-10-01,1,13,1,1289,0.08
2021-10-01,1,14,2,1289,0.16
2021-11-01,0,0,1034,1034,100.0
2021-11-01,0,1,10,1034,0.97
2021-11-01,0,2,11,1034,1.06
2021-11-01,0,3,5,1034,0.48
2021-11-01,0,4,2,1034,0.19
2021-11-01,0,5,1,1034,0.1
2021-11-01,0,6,2,1034,0.19
2021-11-01,0,7,1,1034,0.1
2021-11-01,0,8,1,1034,0.1
2021-11-01,0,9,1,1034,0.1
2021-11-01,0,10,2,1034,0.19
2021-11-01,0,11,2,1034,0.19
2021-11-01,0,12,1,1034,0.1
2021-11-01,0,13,2,1034,0.19
2021-11-01,1,0,1386,1386,100.0
2021-11-01,1,1,1,1386,0.07
2021-11-01,1,2,3,1386,0.22
2021-11-01,1,3,3,1386,0.22
2021-11-01,1,4,2,1386,0.14
2021-11-01,1,5,1,1386,0.07
2021-11-01,1,6,2,1386,0.14
2021-11-01,1,7,2,1386,0.14
2021-11-01,1,8,2,1386,0.14
2021-11-01,1,11,1,1386,0.07
2021-11-01,1,12,2,1386,0.14
2021-11-01,1,13,1,1386,0.07
2021-12-01,0,0,958,958,100.0
2021-12-01,0,1,12,958,1.25
2021-12-01,0,2,7,958,0.73
2021-12-01,0,3,3,958,0.31
2021-12-01,0,4,2,958,0.21
2021-12-01,0,5,4,958,0.42
2021-12-01,0,6,2,958,0.21
2021-12-01,0,7,2,958,0.21
2021-12-01,0,11,2,958,0.21
2021-12-01,0,12,1,958,0.1
2021-12-01,1,0,1268,1268,100.0
2021-12-01,1,1,2,1268,0.16
2021-12-01,1,2,2,1268,0.16
2021-12-01,1,3,3,1268,0.24
2021-12-01,1,4,2,1268,0.16
2021-12-01,1,5,3,1268,0.24
2021-12-01,1,6,2,1268,0.16
2021-12-01,1,9,2,1268,0.16
2021-12-01,1,10,1,1268,0.08
2021-12-01,1,12,2,1268,0.16
2022-01-01,0,0,905,905,100.0
2022-01-01,0,1,10,905,1.1
2022-01-01,0,2,8,905,0.88
2022-01-01,0,3,3,905,0.33
2022-01-01,0,4,2,905,0.22
2022-01-01,0,5,1,905,0.11
2022-01-01,0,6,2,905,0.22
2022-01-01,0,7,3,905,0.33
2022-01-01,0,8,2,905,0.22
2022-01-01,0,10,1,905,0.11
2022-01-01,0,11,1,905,0.11
2022-01-01,1,0,1230,1230,100.0
2022-01-01,1,1,1,1230,0.08
2022-01-01,1,2,3,1230,0.24
2022-01-01,1,4,3,1230,0.24
2022-01-01,1,5,1,1230,0.08
2022-01-01,1,9,2,1230,0.16
